AN_BASE,CD_PROGRAMA_IES,NM_PROGRAMA_IES,NM_PROGRAMA_IDIOMA,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,DS_ORGANIZACAO_ACADEMICA,NM_GRANDE_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,NM_AREA_AVALIACAO,NM_GRAU_PROGRAMA,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,CD_CONCEITO_PROGRAMA,ANO_INICIO_PROGRAMA,NM_MODALIDADE_PROGRAMA,NM_REGIAO,SG_ENTIDADE_ENSINO_REDE,IN_REDE
2015,31022014007P2,INSTRUMENTAÇÃO E ÓPTICA APLICADA,INSTRUMENTATION AND APPLIED OPTICS,CEFET/RJ,CENTRO FEDERAL DE EDUCAÇÃO TECN. CELSO SUCKOW DA FONSECA,FEDERAL,PÚBLICO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA,ENGENHARIAS,ENGENHARIA ELÉTRICA,ENGENHARIAS IV,DOUTORADO,RJ,RIO DE JANEIRO,4,2015,ACADÊMICO,SUDESTE,UFF,SIM
2015,31022014008P9,FILOSOFIA E ENSINO,PHILOSOPHY AND TEACHING,CEFET/RJ,CENTRO FEDERAL DE EDUCAÇÃO TECN. CELSO SUCKOW DA FONSECA,FEDERAL,PÚBLICO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA,CIÊNCIAS HUMANAS,FILOSOFIA,FILOSOFIA / TEOLOGIA:SUBCOMISSÃO FILOSOFIA,MESTRADO PROFISSIONAL,RJ,RIO DE JANEIRO,3,2015,PROFISSIONAL,SUDESTE,NA,NÃO
2015,27001016038P3,ADMINISTRAÇÃO,MANAGEMENT POSTGRADUATE PROGRAM,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,SE,SÃO CRISTÓVÃO,3,2011,ACADÊMICO,NORDESTE,NA,NÃO
2015,27001016039P0,FILOSOFIA,POSTGRADUATE PROGRAM IN PHILOSOPHY OF UFS,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,FILOSOFIA,FILOSOFIA / TEOLOGIA:SUBCOMISSÃO FILOSOFIA,MESTRADO,SE,SÃO CRISTÓVÃO,3,2012,ACADÊMICO,NORDESTE,NA,NÃO
2015,27001016040P8,ODONTOLOGIA,POSTGRADUATE PROGRAM IN DENTISTRY,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO,SE,ARACAJU,3,2012,ACADÊMICO,NORDESTE,NA,NÃO
2015,27001016041P4,COMUNICAÇÃO,POSGRADUATING PROGRAM IN COMMUNICATIONS,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS SOCIAIS APLICADAS,COMUNICAÇÃO,CIÊNCIAS SOCIAIS APLICADAS I,MESTRADO,SE,SÃO CRISTÓVÃO,3,2012,ACADÊMICO,NORDESTE,NA,NÃO
2015,27001016042P0,EDUCAÇÃO FÍSICA,PHYSICAL EDUCATION,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,MESTRADO,SE,SÃO CRISTÓVÃO,3,2012,ACADÊMICO,NORDESTE,NA,NÃO
2015,27001016043P7,HISTÓRIA,HISTORY POSTGRADUATE PROGRAM,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,MESTRADO,SE,SÃO CRISTÓVÃO,3,2012,ACADÊMICO,NORDESTE,NA,NÃO
2015,27001016044P3,RECURSOS HÍDRICOS,WATER RESOURCES,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FEDERAL,PÚBLICO,NÃO INFORMADO,ENGENHARIAS,ENGENHARIA SANITÁRIA,ENGENHARIAS I,MESTRADO,SE,SÃO CRISTÓVÃO,3,2012,ACADÊMICO,NORDESTE,NA,NÃO
2015,27001016045P0,CIÊNCIA DA PROPRIEDADE INTELECTUAL,INTELLECTUAL PROPERTY SCIENCE,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FEDERAL,PÚBLICO,NÃO INFORMADO,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO/DOUTORADO,SE,SÃO CRISTÓVÃO,4,2013,ACADÊMICO,NORDESTE,NA,NÃO
2015,27001016046P6,CIÊNCIAS DA RELIGIÃO,SCIENCES OF RELIGION,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,TEOLOGIA,FILOSOFIA/TEOLOGIA:SUBCOMISSÃO TEOLOGIA,MESTRADO,SE,SÃO CRISTÓVÃO,3,2014,ACADÊMICO,NORDESTE,NA,NÃO
2015,42003016045P5,ANTROPOLOGIA,GRADUATE PROGRAM IN ANTHROPOLOGY,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,ANTROPOLOGIA,ANTROPOLOGIA / ARQUEOLOGIA,MESTRADO/DOUTORADO,RS,PELOTAS,3,2012,ACADÊMICO,SUL,NA,NÃO
2015,42003016046P1,ENTOMOLOGIA,POSTGRADUATE PROGRAM IN ENTOMOLOGY,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO,RS,CAPÃO DO LEÃO,3,2012,ACADÊMICO,SUL,NA,NÃO
2015,42003016047P8,GEOGRAFIA,DYNAMICS OF THE SPACE PRODUCTION AND TEACHING OF GEOGRAPHY,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,MESTRADO,RS,PELOTAS,3,2012,ACADÊMICO,SUL,NA,NÃO
2015,42003016048P4,RECURSOS HÍDRICOS,WATER RESOURCES,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA SANITÁRIA,ENGENHARIAS I,MESTRADO,RS,PELOTAS,3,2013,ACADÊMICO,SUL,NA,NÃO
2015,42003016051P5,MODELAGEM MATEMÁTICA,MATHEMATICAL MODELLING,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,FEDERAL,PÚBLICO,UNIVERSIDADE,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO,RS,CAPÃO DO LEÃO,3,2013,ACADÊMICO,SUL,NA,NÃO
2015,42003016052P1,DESENVOLVIMENTO TERRITORIAL E SISTEMAS AGROINDUSTRIAIS,TERRITORIAL DEVELOPMENT AND AGRIBUSINESS SYSTEMS,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,RS,PELOTAS,3,2014,ACADÊMICO,SUL,NA,NÃO
2015,42003016053P8,BIOLOGIA ANIMAL,XXXX,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS BIOLÓGICAS,ZOOLOGIA,BIODIVERSIDADE,MESTRADO,RS,CAPÃO DO LEÃO,3,2015,ACADÊMICO,SUL,NA,NÃO
2015,42004012001P4,OCEANOGRAFIA BIOLÓGICA,GRADUATE PROGRAM IN BIOLOGICAL OCEANOGRAPHY,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS EXATAS E DA TERRA,OCEANOGRAFIA,BIODIVERSIDADE,MESTRADO/DOUTORADO,RS,RIO GRANDE,6,1979,ACADÊMICO,SUL,NA,NÃO
2015,42004012002P0,EDUCAÇÃO AMBIENTAL,ENVIRONMENTAL EDUCATION,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO/DOUTORADO,RS,RIO GRANDE,4,1994,ACADÊMICO,SUL,NA,NÃO
2015,42004012004P3,ENGENHARIA OCEÂNICA,OCEAN ENGINEERING,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA NAVAL E OCEÂNICA,ENGENHARIAS III,MESTRADO,RS,RIO GRANDE,3,1995,ACADÊMICO,SUL,NA,NÃO
2015,42004012005P0,ENGENHARIA E CIÊNCIA DE ALIMENTOS,FOOD SCIENCE AND ENGINEERING,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,MESTRADO/DOUTORADO,RS,RIO GRANDE,5,1996,ACADÊMICO,SUL,NA,NÃO
2015,42004012007P2,"OCEANOGRAFIA FÍSICA, QUÍMICA E GEOLÓGICA","POSTGRADUATE PROGRAM IN PHYSICAL, CHEMISTRY AND GEOLOGICAL OCEANOGRAPHY",FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS EXATAS E DA TERRA,GEOCIÊNCIAS,GEOCIÊNCIAS,MESTRADO/DOUTORADO,RS,RIO GRANDE,5,1997,ACADÊMICO,SUL,NA,NÃO
2015,42004012008P9,CIÊNCIAS FISIOLÓGICAS,PHYSIOLOGICAL SCIENCES-COMPARATIVE ANIMAL PHYSIOLOGY,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS BIOLÓGICAS,FISIOLOGIA,CIÊNCIAS BIOLÓGICAS II,MESTRADO/DOUTORADO,RS,RIO GRANDE,4,2000,ACADÊMICO,SUL,NA,NÃO
2015,42004012009P5,ENFERMAGEM,NURSING POST-GRADUATION PROGRAM,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,MESTRADO/DOUTORADO,RS,RIO GRANDE,5,2001,ACADÊMICO,SUL,NA,NÃO
2015,42004012010P3,LETRAS,GRADUATE PROGRAM IN LITERATURE,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,FEDERAL,PÚBLICO,UNIVERSIDADE,"LINGÜÍSTICA, LETRAS E ARTES",LETRAS,LETRAS / LINGUÍSTICA,MESTRADO/DOUTORADO,RS,RIO GRANDE,4,2001,ACADÊMICO,SUL,NA,NÃO
2015,42004012011P0,AQÜICULTURA,POST-GRADUATION PROGRAM ON AQUACULTURE,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,ZOOTECNIA / RECURSOS PESQUEIROS,MESTRADO/DOUTORADO,RS,RIO GRANDE,5,2001,ACADÊMICO,SUL,NA,NÃO
2015,42004012012P6,CIÊNCIAS DA SAÚDE,HEALTH SCIENCES,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,MESTRADO/DOUTORADO,RS,RIO GRANDE,4,2004,ACADÊMICO,SUL,NA,NÃO
2015,51005018004P5,GEOGRAFIA,GEOGRAPHY MBA,UFGD,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,MESTRADO/DOUTORADO,MS,DOURADOS,4,2007,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,52001016009P4,FÍSICA,PHYSICS PH.D. PROGRAM,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS EXATAS E DA TERRA,FÍSICA,ASTRONOMIA / FÍSICA,MESTRADO/DOUTORADO,GO,GOIÂNIA,4,1992,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,41001010086P1,MÉTODOS E GESTÃO EM AVALIAÇÃO,METHODS IN EVALUATION AND MANAGEMENT,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,FEDERAL,PÚBLICO,UNIVERSIDADE,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,SC,FLORIANÓPOLIS,4,2012,PROFISSIONAL,SUL,NA,NÃO
2015,31001017020P9,SOCIOLOGIA E ANTROPOLOGIA,GRADUATE PROGRAM IN SOCIOLOGY AND ANTHROPOLOGY,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,MESTRADO/DOUTORADO,RJ,RIO DE JANEIRO,7,1980,ACADÊMICO,SUDESTE,NA,NÃO
2015,28001010014P3,ENFERMAGEM,NURSING,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,MESTRADO/DOUTORADO,BA,SALVADOR,4,1979,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010015P0,DIREITO,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,MESTRADO/DOUTORADO,BA,SALVADOR,4,1975,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010019P5,ARQUITETURA E URBANISMO,POSTGRADUATE PROGRAM IN ARCHITECTURE AND URBANISM OF THE FEDERAL UNIVERSITY OF BAHIA,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,MESTRADO/DOUTORADO,BA,SALVADOR,5,1983,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010020P3,ADMINISTRAÇÃO,GRADUATE PROGRAM IN MANAGEMENT,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,BA,SALVADOR,5,1983,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010021P0,ENGENHARIA QUÍMICA,CHEMICAL ENGINEERING,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,ENGENHARIAS,ENGENHARIA QUÍMICA,ENGENHARIAS II,MESTRADO,BA,SALVADOR,3,1988,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010022P6,HISTÓRIA,GRADUATE PROGRAM IN HISTORY,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,MESTRADO/DOUTORADO,BA,SALVADOR,4,1990,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010023P2,CIÊNCIAS SOCIAIS,SOCIAL SCIENCES,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,MESTRADO/DOUTORADO,BA,SALVADOR,5,1990,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010024P9,COMUNICAÇÃO E CULTURA CONTEMPORÂNEA,COMUNICAÇÃO AND CONTEMPORARY CULTURE,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS SOCIAIS APLICADAS,COMUNICAÇÃO,CIÊNCIAS SOCIAIS APLICADAS I,MESTRADO/DOUTORADO,BA,SALVADOR,5,1990,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010025P5,IMUNOLOGIA,POST-GRADUATE PROGRAM IN IMMUNOLOGY,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS BIOLÓGICAS,IMUNOLOGIA,CIÊNCIAS BIOLÓGICAS III,MESTRADO/DOUTORADO,BA,SALVADOR,5,1989,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010026P1,MÚSICA,MUSIC,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,"LINGÜÍSTICA, LETRAS E ARTES",ARTES,ARTES / MÚSICA,MESTRADO/DOUTORADO,BA,SALVADOR,3,1990,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010029P0,ODONTOLOGIA E SAUDE,POS- GRADUATE PROGRAM IN DENTISTRY AND HEALTH,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO/DOUTORADO,BA,SALVADOR,4,1992,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010030P9,ARTES VISUAIS,VISUAL ARTS POST GRADUATE DEGREE,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,"LINGÜÍSTICA, LETRAS E ARTES",ARTES,ARTES / MÚSICA,MESTRADO/DOUTORADO,BA,SALVADOR,4,1992,ACADÊMICO,NORDESTE,NA,NÃO
2015,28001010032P1,GEOGRAFIA,GEOGRAPHY,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,MESTRADO/DOUTORADO,BA,SALVADOR,4,1994,ACADÊMICO,NORDESTE,NA,NÃO
2015,31001017130P9,DIREITO,CONTEMPORARY JURISPRUDENCE,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,MESTRADO,RJ,RIO DE JANEIRO,4,2009,ACADÊMICO,SUDESTE,NA,NÃO
2015,31001017131P5,EDUCAÇÃO FÍSICA,BIODYNAMICS OF HUMAN MOVEMENT,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,MESTRADO,RJ,RIO DE JANEIRO,3,2009,ACADÊMICO,SUDESTE,NA,NÃO
2015,31001017132P1,ENGENHARIA URBANA,URBAN ENGINEERING PROGRAM,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA CIVIL,ENGENHARIAS I,MESTRADO PROFISSIONAL,RJ,RIO DE JANEIRO,3,2009,PROFISSIONAL,SUDESTE,NA,NÃO
2015,31001017134P4,PROJETO DE ESTRUTURAS,PROGRAM OF DESIGN OF STRUCTURES,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA CIVIL,ENGENHARIAS I,MESTRADO PROFISSIONAL,RJ,RIO DE JANEIRO,3,2009,PROFISSIONAL,SUDESTE,NA,NÃO
2015,31001017136P7,TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS,TECHNOLOGY OF CHEMICAL AND BIOCHEMICAL PROCESSES,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA QUÍMICA,ENGENHARIAS II,MESTRADO PROFISSIONAL,RJ,RIO DE JANEIRO,4,2009,PROFISSIONAL,SUDESTE,NA,NÃO
2015,31001017137P3,ECONOMIA POLÍTICA INTERNACIONAL,INTERNATIONAL POLITICAL ECONOMY,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MESTRADO/DOUTORADO,RJ,RIO DE JANEIRO,4,2009,ACADÊMICO,SUDESTE,NA,NÃO
2015,24004014004P2,LITERATURA E INTERCULTURALIDADE,LITERATURE AND INTERCULTURAL,UEPB,UNIVERSIDADE ESTADUAL DA PARAIBA,ESTADUAL,PÚBLICO,UNIVERSIDADE,"LINGÜÍSTICA, LETRAS E ARTES",LETRAS,LETRAS / LINGUÍSTICA,MESTRADO/DOUTORADO,PB,CAMPINA GRANDE,3,2006,ACADÊMICO,NORDESTE,NA,NÃO
2015,23001011022P9,SISTEMAS E COMPUTAÇÃO,PROGRAM OF GRADUATE STUDIES IN COMPUTER SCIENCE,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS EXATAS E DA TERRA,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,MESTRADO/DOUTORADO,RN,NATAL,5,1999,ACADÊMICO,NORDESTE,NA,NÃO
2015,23001011023P5,ENGENHARIA SANITÁRIA,SANITARY ENGINEERING,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA SANITÁRIA,ENGENHARIAS I,MESTRADO,RN,NATAL,3,1999,ACADÊMICO,NORDESTE,NA,NÃO
2015,23001011024P1,ARQUITETURA E URBANISMO,ARCHITECTURE AND URBANISM,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,MESTRADO/DOUTORADO,RN,NATAL,4,1999,ACADÊMICO,NORDESTE,NA,NÃO
2015,31005012009P0,PSICOLOGIA (PSICOLOGIA CLÍNICA),PSYCHOLOGY (CLINICAL PSYCHOLOGY),PUC-RIO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,MESTRADO/DOUTORADO,RJ,RIO DE JANEIRO,5,1966,ACADÊMICO,SUDESTE,NA,NÃO
2015,31005012010P9,ENGENHARIA CIVIL,CIVIL ENGINEERING,PUC-RIO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PARTICULAR,PRIVADO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA CIVIL,ENGENHARIAS I,MESTRADO/DOUTORADO,RJ,RIO DE JANEIRO,6,1965,ACADÊMICO,SUDESTE,NA,NÃO
2015,31005012011P5,ENGENHARIA ELÉTRICA,ELECTRICAL ENGINEERING,PUC-RIO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PARTICULAR,PRIVADO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA ELÉTRICA,ENGENHARIAS IV,MESTRADO/DOUTORADO,RJ,RIO DE JANEIRO,6,1963,ACADÊMICO,SUDESTE,NA,NÃO
2015,31005012012P1,ENGENHARIA MECÂNICA,MECHANICAL ENGINEERING,PUC-RIO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PARTICULAR,PRIVADO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA MECÂNICA,ENGENHARIAS III,MESTRADO/DOUTORADO,RJ,RIO DE JANEIRO,7,1964,ACADÊMICO,SUDESTE,NA,NÃO
2015,31005012013P8,ENGENHARIA MATERIAIS E DE PROCESSOS QUÍMICOS E METALÚRGICOS,MATERIAL'S ENGINEERING,PUC-RIO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PARTICULAR,PRIVADO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ENGENHARIAS II,MESTRADO/DOUTORADO,RJ,RIO DE JANEIRO,5,1971,ACADÊMICO,SUDESTE,NA,NÃO
2015,31005012014P4,ENGENHARIA DE PRODUÇÃO,PRODUCTION ENGINEERING,PUC-RIO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PARTICULAR,PRIVADO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA DE PRODUÇÃO,ENGENHARIAS III,MESTRADO/DOUTORADO,RJ,RIO DE JANEIRO,5,1967,ACADÊMICO,SUDESTE,NA,NÃO
2015,31005012019P6,ADMINISTRAÇÃO DE EMPRESAS,BUSINESS ADMINISTRATION,PUC-RIO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,RJ,RIO DE JANEIRO,5,1972,ACADÊMICO,SUDESTE,NA,NÃO
2015,31005012020P4,DIREITO,POSTGRADUATE PROGRAM IN LAW AT PUC-RIO,PUC-RIO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,MESTRADO/DOUTORADO,RJ,RIO DE JANEIRO,4,1972,ACADÊMICO,SUDESTE,NA,NÃO
